play_date,game_score
2025-05-24,15
2025-05-24,5
2025-05-24,2
2025-05-24,3
2025-05-24,18
2025-05-25,8
2025-05-25,0
2025-05-25,8
2025-05-26,3
2025-05-26,0
2025-05-26,1
